,clust,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Education,Vehicle Size
7452,1,2288.763508,0,63,11,30,0,1,344.288189,1,0
7453,1,5670.132321,83086,71,1,43,3,3,320.486645,1,1
7454,2,7228.993348,53214,91,21,76,0,3,436.8,3,0
7455,0,11009.130490000001,51643,283,16,43,0,1,1358.4,0,1
7456,2,5639.941974,73168,70,21,50,0,3,425.800112,3,1
7457,0,11196.46002,0,298,26,94,0,1,2145.6,0,1
7458,1,12840.43291,0,90,1,94,0,2,648.0,1,0
7459,2,8828.380695,61246,110,24,21,0,3,159.239518,2,1
7460,2,13268.79263,32762,112,26,74,0,2,326.926833,3,1
7461,1,3728.874098,0,69,21,54,5,3,496.8,1,1
7462,0,4983.114656000001,0,133,9,85,0,1,957.6,3,0
7463,0,13727.799719999999,0,126,12,4,0,2,604.8,1,1
7464,1,8343.751519,64127,71,31,19,0,2,72.86230400000001,1,1
7465,2,7191.831645,0,67,9,54,0,2,308.54976,3,1
7466,1,13759.14695,16794,96,7,31,0,2,460.8,0,1
7467,1,9788.713108,31930,83,19,30,0,2,37.699658,0,1
7468,2,3360.44356,74918,85,13,74,0,1,314.246507,4,1
7469,1,4887.794108,70742,124,3,64,1,1,211.68058,0,2
7470,1,7582.113842,64801,64,23,19,0,2,268.471802,1,1
7471,1,2516.213745,48829,64,23,70,1,1,300.312635,0,1
7472,2,3571.3460700000005,73853,89,7,35,0,1,427.2,2,2
7473,2,9868.595441,0,99,25,23,0,2,712.8,3,1
7474,1,5375.821564,66844,70,11,80,4,5,104.977375,0,1
7475,2,4254.620669,11904,61,34,11,2,3,292.8,3,2
7476,1,3061.052283,56869,83,25,34,3,1,269.406119,0,1
7477,1,2414.7707219999998,0,67,3,54,0,1,482.4,0,0
7478,1,4526.526379999999,0,68,20,44,1,7,326.4,0,1
7479,1,5635.294733,59325,71,13,75,0,3,229.686659,1,1
7480,2,8254.698836,0,115,19,60,0,9,552.0,3,0
7481,2,7320.070570999999,0,112,30,29,1,3,806.4,3,1
7482,2,3933.8139929999998,25927,103,6,20,0,1,674.973614,3,1
7483,1,2433.089468,0,71,31,79,0,1,493.055291,1,1
7484,1,5706.955563,83073,71,15,46,0,3,10.42277,0,1
7485,2,2585.444463,0,73,14,36,2,1,350.4,3,1
7486,1,2659.70565,0,87,4,4,3,1,420.04198099999996,1,1
7487,1,5310.861767,0,72,17,11,1,3,345.6,1,2
7488,1,5874.820212,35301,74,23,68,0,7,128.643975,1,1
7489,1,8579.889154999999,21829,111,6,59,0,3,532.8,1,1
7490,0,8903.966435,15142,116,7,5,0,3,792.609747,0,2
7491,2,8149.769437000001,0,71,28,76,0,2,340.8,2,1
7492,1,2570.162134,58498,67,6,1,3,1,321.6,0,2
7493,2,2585.5601300000003,64592,64,12,57,0,1,307.2,3,1
7494,1,2844.849804,80306,71,11,12,0,1,340.8,0,1
7495,1,4633.550875,29105,117,28,31,0,1,272.612048,0,1
7496,1,6678.899026,47137,84,5,11,0,5,161.640052,0,1
7497,1,2222.865016,0,62,5,54,0,1,446.4,1,1
7498,2,8522.759016,0,109,19,2,0,3,723.786607,2,1
7499,0,25082.1789,0,100,27,58,0,2,1000.850446,3,1
7500,1,3479.260311,66711,86,25,92,0,1,366.381387,1,2
7501,2,7851.582939,48943,65,17,50,0,2,105.06878799999998,3,1
7502,1,2509.5087949999997,0,71,20,48,0,1,511.2,0,2
7503,2,2854.26694,34807,73,8,90,0,1,472.043042,3,2
7504,2,8879.790017,52583,113,12,59,0,7,528.2008599999999,3,2
7505,2,8392.618913,0,111,6,51,0,4,617.396701,4,1
7506,2,5279.478432,92589,65,29,20,0,9,312.0,3,0
7507,1,8272.330818,96689,103,34,80,0,5,37.802583,1,1
7508,2,7662.429998999999,0,73,28,19,0,2,525.6,3,1
7509,2,4899.977003,76594,122,26,9,1,1,832.453791,2,1
7510,1,4508.862932999999,83777,112,18,74,0,1,377.354191,0,2
7511,1,3094.320237,20954,78,15,27,0,1,534.501024,1,1
7512,2,4383.150505,84491,110,0,0,0,1,156.282093,4,1
7513,1,2530.705137,89451,63,11,2,0,1,61.769564,0,1
7514,2,8291.659086,85132,106,0,60,5,3,501.134524,3,1
7515,0,8164.31273,11193,114,2,88,0,6,820.8,1,2
7516,2,2337.35182,28806,61,13,90,0,1,292.8,3,2
7517,2,9002.409572,76184,111,23,19,0,3,532.8,3,2
7518,1,5389.499465,66429,136,35,93,0,1,57.712984999999996,1,1
7519,2,2721.585434,43278,68,10,10,0,1,326.4,3,2
7520,1,6005.847375,13528,86,21,35,0,3,412.8,1,1
7521,1,5555.830204999999,74015,72,12,61,0,6,471.44307699999996,0,2
7522,1,5470.060561,54507,138,20,11,0,1,702.990032,0,1
7523,2,15610.90065,0,119,3,52,5,2,439.352186,4,1
7524,1,2616.613903,72302,66,6,27,0,1,316.8,1,1
7525,1,4681.52815,14606,72,2,94,5,4,439.77286799999996,0,1
7526,2,4890.1093,0,68,21,59,0,7,689.282166,4,2
7527,0,7457.344801,43406,187,6,49,0,1,897.6,1,1
7528,2,22185.88045,60426,62,0,97,0,2,133.28462199999998,4,1
7529,1,5305.087084000001,26334,71,9,94,0,3,340.8,0,1
7530,1,9470.624437,22514,80,22,96,0,2,203.469143,1,1
7531,2,3548.148767,76114,88,6,97,0,1,422.4,2,1
7532,1,2451.535793,48791,62,27,0,3,1,69.794432,0,1
7533,1,8652.652451,65605,111,2,72,2,7,377.781658,0,1
7534,2,2535.2231850000003,69259,63,3,30,0,1,362.51794,3,2
7535,2,4314.065657,0,64,16,42,1,5,460.8,3,2
7536,2,6731.050334999999,0,62,0,5,0,2,446.4,3,1
7537,1,7779.588181,90969,65,7,22,0,2,190.751345,0,1
7538,1,2805.286098,50180,77,30,93,3,1,360.499075,1,1
7539,2,5251.968272,41991,67,14,75,0,3,88.382536,4,0
7540,1,8044.872393000001,71391,67,29,39,0,2,284.000172,0,1
7541,2,4250.282624,0,61,17,1,1,7,292.8,3,2
7542,1,13891.67638,70725,70,2,0,0,2,336.0,1,1
7543,2,2725.356404,36650,69,2,70,1,1,56.60333000000001,4,0
7544,2,4779.893422,54194,119,9,90,1,1,112.268583,3,1
7545,1,4808.957973,23554,61,12,17,0,6,142.459804,0,1
7546,1,8658.863813,62464,109,23,45,0,4,400.181882,1,1
7547,1,9215.541928,71888,115,14,33,0,4,552.0,1,2
7548,1,5068.4262579999995,80846,65,9,32,0,9,227.18301499999998,1,1
7549,1,4879.713235,0,67,7,84,0,5,321.6,1,1
7550,2,13466.920709999999,11432,119,11,9,0,2,571.2,3,2
7551,0,13306.18451,39017,170,10,4,2,3,592.8575099999999,1,1
7552,1,7350.182328,0,108,7,54,0,4,777.6,0,1
7553,1,4822.4360369999995,73769,61,24,84,0,6,121.65456699999999,0,1
7554,2,3554.845264,58557,88,4,83,0,1,55.510526,4,0
7555,1,3135.579831,0,91,12,6,0,1,707.264022,1,2
7556,0,57520.50151,48367,161,10,34,0,2,772.8,1,1
7557,1,2515.411468,39718,65,1,55,2,1,366.53166400000003,1,1
7558,1,7247.495684,0,96,31,64,1,3,460.8,1,0
7559,2,4878.950256,43358,61,2,83,0,6,400.294938,3,2
7560,1,2971.919417,83873,76,5,36,1,1,218.374041,0,1
7561,2,11302.601690000001,22361,95,15,42,0,2,530.667993,2,2
7562,1,7996.597065999999,70061,99,2,57,0,3,699.517349,0,2
7563,2,7411.813055,0,73,6,19,0,2,525.6,3,0
7564,1,3179.474225,65742,79,6,0,0,1,277.36079700000005,0,1
7565,1,22658.536519999998,23665,67,19,50,0,2,404.817249,0,1
7566,1,3774.861293,66457,95,2,76,0,1,456.0,1,1
7567,1,8224.770259,82634,104,8,74,0,3,324.097433,0,1
7568,2,2563.582441,0,69,11,60,0,1,331.2,3,2
7569,1,2393.9153690000003,0,70,24,10,0,1,425.266308,1,1
7570,1,2453.570794,29735,69,3,92,0,1,331.2,0,1
7571,1,5143.878519,61417,65,6,35,0,7,206.01821999999999,1,1
7572,2,7378.510732,0,105,3,12,0,4,756.0,3,2
7573,2,2574.198807,43846,65,16,33,1,1,125.52458,3,0
7574,2,22315.05787,0,67,33,54,0,2,482.4,3,1
7575,1,2430.484375,33775,61,24,95,0,1,292.8,1,1
7576,1,6160.999344,96988,77,1,60,0,3,369.6,1,1
7577,1,7912.132168000001,0,114,26,34,0,7,820.8,0,0
7578,2,5534.821886,81945,68,19,45,0,9,47.451832,2,2
7579,1,2382.6728559999997,0,65,24,47,0,1,27.031484999999996,0,1
7580,0,6991.248087000001,19019,186,7,46,0,1,1003.050834,0,1
7581,1,2885.328202,62579,72,33,53,0,1,326.242099,0,1
7582,0,41787.90343,46587,119,34,74,2,2,571.2,3,1
7583,1,2848.564466,0,81,26,58,0,1,583.2,0,1
7584,1,8123.023295,0,78,15,47,0,2,561.6,0,2
7585,0,9661.103686,0,135,1,98,0,9,648.0,3,1
7586,2,4488.134688,0,66,1,61,0,9,758.460636,3,2
7587,1,4561.2730200000005,29327,118,26,21,0,1,627.898468,1,2
7588,2,11546.17372,81081,96,32,34,1,2,206.211089,4,1
7589,2,3788.814643,0,106,27,89,0,1,763.2,3,1
7590,2,13502.631480000002,57222,112,3,88,1,2,297.187468,4,1
7591,1,8563.968057,91147,107,4,79,0,7,50.473675,1,2
7592,2,2913.4751079999996,76638,73,2,55,1,1,435.18974699999995,3,2
7593,1,7540.584824,29697,64,6,43,0,2,147.128736,0,1
7594,2,6950.5327640000005,0,61,27,90,0,2,301.40277799999996,3,1
7595,0,7255.137772,67352,181,7,80,1,1,560.947563,1,2
7596,1,4334.064096,23904,123,1,67,3,1,590.4,0,1
7597,1,6307.4972450000005,0,88,16,28,2,7,422.4,0,2
7598,1,5904.847853,89953,74,3,42,0,3,274.165887,0,1
7599,2,4794.481412,20862,68,1,69,0,9,326.4,3,2
7600,1,9180.154161,47663,114,35,24,0,8,103.702555,1,1
7601,2,8355.512557,49564,105,8,29,0,5,661.6089360000001,4,2
7602,0,13869.92705,28432,118,1,59,0,2,612.300581,1,2
7603,1,13452.1928,32356,117,11,35,2,2,428.49068099999994,1,1
7604,2,16798.85832,55269,71,32,15,0,2,340.8,3,1
7605,1,8273.111579,0,116,6,78,0,3,509.513764,1,0
7606,2,7408.836056,76771,95,34,82,1,7,91.67485400000001,3,0
7607,1,4349.30875,75648,108,28,10,0,1,112.66091599999999,1,0
7608,1,4744.967459,20698,68,21,72,5,5,248.422693,2,1
7609,2,17208.056419999997,29734,63,12,86,0,2,649.83837,3,1
7610,1,8673.587,43963,110,25,59,0,7,528.0,0,1
7611,2,2497.9100129999997,29465,63,6,9,0,1,302.4,3,1
7612,0,32069.87526,24851,103,8,99,0,2,604.289428,3,1
7613,1,3312.253233,0,107,2,4,2,1,770.4,0,1
7614,1,10828.37347,11033,97,27,18,0,2,511.12013099999996,1,0
7615,1,12128.365109999999,20495,61,7,36,0,2,292.8,1,1
7616,2,5505.687336,95766,68,17,62,0,5,162.557048,4,1
7617,1,6715.342541,0,65,22,39,0,2,655.073317,1,1
7618,1,2836.677371,61029,72,26,98,0,1,114.42981599999999,0,1
7619,1,3561.595726,0,105,3,30,0,1,504.0,0,1
7620,2,6552.399896,56188,86,20,52,3,3,175.972039,3,0
7621,1,2833.9801420000003,94812,70,11,40,0,1,121.025058,0,1
7622,1,5099.513147,0,70,28,77,1,3,336.0,0,2
7623,1,9415.527031,55338,116,25,54,0,7,556.8,1,1
7624,2,3644.833554,82477,90,1,69,0,1,432.0,3,0
7625,1,2927.516316,20852,73,8,6,0,1,383.78973199999996,1,2
7626,2,9227.945752,0,82,22,62,0,2,296.637382,3,1
7627,2,3148.42409,0,83,16,75,0,1,544.217453,2,1
7628,1,3063.114594,0,95,14,57,2,1,456.0,1,1
7629,2,3417.9537450000003,72460,85,9,76,0,1,370.018108,3,1
7630,1,23594.6802,76358,66,25,3,0,2,86.46158199999999,0,1
7631,2,7519.133631000001,96306,95,12,17,1,6,185.355353,3,1
7632,1,3969.4331770000003,49544,101,3,29,0,1,0.769185,1,1
7633,2,4874.0748,0,68,10,36,0,7,609.323227,3,1
7634,1,7261.615478,0,101,7,19,0,4,727.2,0,1
7635,1,8005.964669,63357,101,26,42,0,5,565.508572,1,1
7636,2,2996.1398649999996,0,82,9,21,0,1,590.4,3,0
7637,1,4175.945269,23060,109,13,25,3,1,731.350857,0,1
7638,2,8491.858636,27781,71,33,7,0,2,340.8,4,1
7639,1,2402.172069,43246,62,19,89,0,1,52.435202000000004,1,1
7640,2,4775.475851,14254,124,21,16,0,1,595.2,3,0
7641,1,4235.183999,60334,106,5,67,0,1,111.16474699999999,1,0
7642,1,5107.163002,35625,65,10,56,1,3,288.572108,0,1
7643,1,13167.60512,54684,111,13,15,3,2,302.13716400000004,0,1
7644,1,2520.301352,56228,65,4,79,0,1,276.877348,0,1
7645,1,5189.289582,82166,134,9,43,3,1,643.2,0,1
7646,1,2893.313855,30406,73,29,93,0,1,350.4,0,1
7647,1,3985.547406,75007,101,1,19,0,1,668.773522,0,1
7648,1,2414.638309,79271,62,24,63,4,1,232.753598,0,1
7649,2,18688.30707,0,76,2,66,0,2,364.8,3,2
7650,1,16589.712369999997,59414,140,34,56,0,2,65.022258,0,1
7651,1,23331.828999999998,44719,66,6,55,0,2,316.8,0,1
7652,1,4699.034135,0,129,14,93,2,1,291.744204,0,1
7653,2,2395.57,21986,63,1,9,0,1,333.69622799999996,2,1
7654,2,8861.482361,58480,113,6,35,1,5,542.4,3,1
7655,2,8936.823519,37520,74,21,30,0,2,163.576763,4,1
7656,1,7340.496505,50165,62,15,63,0,2,129.999138,0,1
7657,1,26453.93512,42961,83,24,16,0,2,398.4,1,1
7658,2,6342.473656,86687,80,4,82,0,3,274.159702,3,0
7659,2,6560.815344,0,93,2,88,0,3,41.617367,3,0
7660,1,6687.593818,23772,83,19,25,0,4,100.652984,0,1
7661,1,3681.253483,0,98,23,7,0,1,354.939043,1,1
7662,2,2555.5356850000003,18241,65,17,44,0,1,151.991098,2,1
7663,1,2373.7950760000003,0,65,32,88,0,1,312.0,0,1
7664,2,2732.652352,86650,69,7,64,2,1,323.86571499999997,3,1
7665,0,4703.71858,0,137,11,73,0,1,1554.089517,0,1
7666,0,19259.84494,35973,159,5,97,0,2,763.2,4,0
7667,2,3844.569357,26262,97,6,59,0,1,465.6,3,2
7668,1,4683.443348,25187,121,8,79,0,1,580.8,1,1
7669,2,5174.0810630000005,88081,64,35,94,0,5,82.483947,3,1
7670,2,2655.864573,83460,66,20,18,0,1,443.44552000000004,3,1
7671,1,5615.073509000001,19949,74,0,99,1,3,355.2,0,1
7672,1,3161.171297,0,92,16,56,0,1,897.3795349999999,1,0
7673,2,7575.647415,0,109,30,87,0,4,784.8,3,1
7674,1,3985.3988950000003,77739,98,31,61,0,1,428.563553,0,0
7675,1,9706.375239,23649,122,2,69,0,6,535.606632,1,0
7676,1,7736.654606,68980,98,25,87,0,7,464.038577,1,1
7677,2,4179.488639,60010,103,4,86,0,1,494.4,4,1
7678,1,5759.0111289999995,30968,74,10,89,1,8,45.425684000000004,0,1
7679,2,4165.396419,0,116,2,97,0,1,556.8,3,1
7680,2,2632.5525780000003,99841,65,14,30,0,1,312.0,3,2
7681,1,3885.456401,0,105,3,92,0,1,504.0,1,0
7682,1,8161.944953,32967,105,16,70,1,4,504.0,1,2
7683,0,13024.13012,0,125,6,61,0,2,900.0,4,2
7684,0,14137.230430000001,31794,119,12,16,0,2,571.2,1,1
7685,2,3700.678124,36710,94,17,56,0,1,676.8,3,2
7686,1,5511.033294,36267,69,21,1,0,8,263.454037,0,1
7687,2,5169.49937,12430,73,22,13,0,4,350.4,3,1
7688,2,6044.020038000001,93715,74,12,88,0,7,532.8,3,2
7689,1,4349.30875,75648,108,28,10,0,1,112.66091599999999,1,0
7690,1,9688.129179000001,24584,66,11,74,0,2,279.706613,1,1
7691,1,5528.212807,36088,72,16,31,0,9,345.6,0,1
7692,1,7894.5005,21723,104,31,6,0,8,748.8,0,1
7693,2,5935.815989,63833,73,17,69,0,3,199.460544,3,0
7694,1,4520.339327000001,0,61,7,1,0,4,304.156333,1,1
7695,1,3219.1461480000003,45892,81,1,49,0,1,388.8,0,1
7696,1,5935.572179,90263,74,17,36,0,8,355.2,1,1
7697,2,2322.5725620000003,0,63,8,87,0,1,453.6,3,1
7698,1,11692.009740000001,40548,98,7,57,0,2,470.4,0,1
7699,0,10175.2441,0,99,15,84,0,2,831.340966,1,1
7700,2,2513.971107,50450,63,24,80,0,1,302.4,3,1
7701,1,2897.779107,0,85,4,45,0,1,612.0,1,1
7702,1,5515.246935,75963,69,4,23,0,7,102.147789,1,1
7703,2,3469.8369780000003,32714,87,35,48,0,1,513.041633,3,1
7704,1,6907.554242,42790,87,10,74,0,3,290.05711099999996,0,1
7705,1,3647.24611,20694,94,29,89,1,1,451.2,0,1
7706,1,3265.156348,25820,82,10,69,0,1,393.6,0,1
7707,2,2514.282096,24744,65,1,0,0,1,312.0,3,1
7708,1,4462.9970060000005,0,73,35,52,3,5,350.4,0,1
7709,1,4570.673702,27538,63,10,6,4,3,285.84389300000004,0,1
7710,2,2752.65503,81280,68,6,47,0,1,308.349562,3,1
7711,1,2188.655055,0,67,29,49,1,1,321.6,1,1
7712,1,2710.149379,0,73,14,66,0,1,350.4,0,1
7713,0,14754.359230000002,26486,128,18,5,1,2,614.4,0,1
7714,2,10759.40004,0,97,12,24,0,2,465.6,3,2
7715,0,12357.11512,0,182,4,34,0,5,1953.87972,0,1
7716,1,5033.390797999999,68331,63,23,38,0,3,302.4,0,2
7717,2,2370.618948,0,71,1,66,1,1,511.2,3,1
7718,1,11236.31135,21636,64,2,24,5,2,213.587367,1,1
7719,0,12476.64759,0,121,7,34,0,2,871.2,3,1
7720,0,14641.518180000001,0,133,24,46,0,2,1386.870718,1,1
7721,1,4731.844072999999,0,64,14,92,0,7,307.2,0,1
7722,1,10620.49148,35601,69,34,15,0,2,249.803437,1,1
7723,0,13478.8,0,198,33,55,1,3,1425.6,3,1
7724,1,8873.201307,28558,119,14,37,4,3,797.558033,1,0
7725,2,5260.921627000001,60101,66,34,74,0,3,1.332349,3,1
7726,1,2792.009458,22426,76,9,31,1,1,528.391284,1,1
7727,0,10018.66117,30720,139,17,24,4,5,778.463303,1,2
7728,0,7180.270931,34161,186,5,10,3,1,892.8,0,1
7729,1,3012.039703,42987,77,14,48,0,1,128.490137,0,2
7730,1,4236.814353,0,61,21,13,0,3,292.8,0,1
7731,2,5283.3628340000005,80928,132,26,27,0,1,538.545218,3,1
7732,1,5395.091602,86640,67,2,25,0,5,65.45736600000001,0,1
7733,1,6913.566525,26714,64,17,7,1,2,307.2,1,2
7734,1,2619.337376,78618,66,7,56,0,1,225.578841,0,1
7735,2,8390.122077,0,78,22,3,0,2,732.340362,3,2
7736,0,13727.799719999999,0,126,12,4,0,2,604.8,1,1
7737,1,4482.015107,62977,115,34,40,0,1,552.0,1,2
7738,1,2827.55957,0,79,30,25,0,1,568.8,1,1
7739,2,5584.961718,19724,72,20,49,0,4,345.6,3,0
7740,2,7568.85152,27558,65,18,48,0,2,312.0,3,1
7741,0,9664.330983,86054,239,12,11,0,1,115.166422,1,1
7742,2,6480.681366,42846,81,14,42,0,4,286.142521,3,1
7743,1,8707.619537,57107,110,27,84,3,7,528.0,0,2
7744,2,9048.983447,0,119,9,8,0,3,571.2,3,1
7745,1,2615.852084,54314,66,13,98,0,1,282.770894,1,1
7746,2,4878.829713,29950,61,0,76,0,4,292.8,2,1
7747,1,10793.75704,24195,90,32,70,0,2,360.269404,1,0
7748,2,5528.080911999999,0,73,30,11,0,8,388.81991899999997,3,1
7749,1,4605.87485,47481,116,20,39,0,1,556.8,1,1
7750,1,8343.412804000001,63354,106,16,39,0,9,508.8,0,0
7751,2,13009.24125,57591,66,5,74,0,2,316.8,3,1
7752,1,7486.019078,0,71,14,62,0,2,340.8,0,1
7753,2,9547.71004,34919,82,14,99,1,2,277.871312,4,1
7754,2,8110.704417,76879,101,20,44,0,5,487.1026269999999,3,0
7755,1,7379.456823,61584,61,18,93,0,2,205.294927,0,1
7756,0,6612.617859,28792,185,34,20,3,1,1166.603776,3,2
7757,1,7452.233634,0,105,27,42,0,4,504.0,0,1
7758,2,2686.535218,26713,71,22,69,0,1,142.69531899999998,4,1
7759,0,4470.181084000001,0,129,2,72,0,1,928.8,1,1
7760,2,10348.01348,34244,87,14,34,2,2,417.6,3,1
7761,1,11790.49617,25251,66,13,43,0,2,316.8,1,1
7762,1,4566.123651,0,68,19,53,0,3,326.4,0,1
7763,1,5905.971667,59848,73,5,98,1,3,131.614733,0,1
7764,1,7492.055949,39815,64,17,68,0,2,91.391245,1,1
7765,2,3427.154407,58840,86,25,44,0,1,73.27252,4,1
7766,2,5181.620895,97131,64,5,80,0,6,307.2,4,2
7767,1,4686.469674,58089,118,31,83,0,1,566.4,1,1
7768,2,2710.12066,0,71,7,87,0,1,340.8,2,2
7769,1,4313.34397,0,126,2,96,2,1,656.57161,1,0
7770,1,4755.36505,21808,119,0,71,0,1,571.2,0,1
7771,0,36516.0456,89771,114,5,83,0,2,432.409662,1,1
7772,2,7792.067056,36776,65,21,21,0,2,240.186527,4,1
7773,1,2549.998419,31213,65,0,29,0,1,312.0,0,1
7774,0,7521.282545,0,115,33,0,0,3,987.293841,0,1
7775,1,11510.36033,0,61,11,39,0,2,439.2,0,1
7776,1,7999.251628,0,107,13,17,0,5,513.6,1,0
7777,1,7927.182997,32555,68,32,72,0,2,86.912677,1,1
7778,1,21123.1166,0,69,15,9,0,2,496.8,1,1
7779,1,2453.570794,29735,69,3,92,0,1,331.2,0,1
7780,1,2981.549197,80590,74,26,3,0,1,97.928632,1,1
7781,1,5110.755667,22565,132,0,20,0,1,633.6,0,2
7782,2,5351.853544,54817,137,24,28,0,1,209.504391,4,1
7783,1,9015.819465,0,62,26,34,0,2,42.642554,1,1
7784,1,5903.612641,55393,74,15,6,1,3,2.173552,1,1
7785,2,8852.734284,0,83,12,97,0,2,597.6,3,0
7786,1,13333.388490000001,75634,110,13,52,0,2,432.805382,0,1
7787,1,8658.863813,62464,109,23,45,0,4,400.181882,1,1
7788,1,4871.150570000001,72648,61,0,78,0,5,120.850664,1,0
7789,1,5279.1986640000005,77167,66,15,99,0,3,137.086695,0,1
7790,2,6689.022728,56980,84,33,70,0,7,599.000883,3,1
7791,1,5244.550942,27444,66,21,88,0,3,313.931213,1,0
7792,2,6688.857444,57289,86,21,88,0,3,562.2249419999999,3,2
7793,1,8408.308374,84091,105,18,48,0,9,380.560266,0,1
7794,1,2052.9489670000003,0,67,33,21,2,1,806.180375,1,0
7795,1,10592.587529999999,59590,136,15,67,0,5,460.26688099999996,1,2
7796,1,2913.493264,89672,72,7,92,0,1,309.56863599999997,1,1
7797,1,5243.446345,96535,66,11,85,0,3,271.074379,0,1
7798,0,14191.59699,25575,117,10,41,0,2,561.6,2,1
7799,1,9426.384787,38910,78,3,78,0,2,20.209679,1,1
7800,1,4521.190551,39426,114,33,12,0,1,412.884282,0,1
7801,2,3579.023825,28304,91,10,30,2,1,655.2,3,1
7802,1,6285.15476,52210,80,6,74,0,9,384.0,1,1
7803,1,7844.252972,0,102,20,46,0,3,273.94541200000003,0,0
7804,2,8283.843281,94851,104,6,33,0,3,190.998822,4,2
7805,1,2436.397813,0,67,16,92,0,1,399.0564,0,2
7806,1,2538.62632,18608,71,13,24,0,1,340.8,0,1
7807,1,7304.3951480000005,41025,92,22,92,0,6,20.374392999999998,1,0
7808,0,32474.76977,71449,102,17,7,0,2,734.4,3,2
7809,1,6674.455913000001,92653,83,15,80,1,6,456.519419,0,1
7810,0,33473.349460000005,33190,106,18,95,0,2,508.8,0,1
7811,1,6459.640942,24290,82,15,84,0,8,393.6,1,1
7812,1,4605.0366460000005,22571,63,29,51,0,9,302.4,1,0
7813,2,5686.743252,26409,71,30,70,0,5,475.166267,3,0
7814,2,6608.165971,21616,93,4,41,0,7,944.8546550000001,3,1
7815,1,7158.530736,36463,92,8,25,0,3,441.6,1,1
7816,0,10179.717040000001,14290,271,20,40,0,1,1300.8,0,1
7817,1,5052.381573,34645,69,1,2,3,5,220.446667,0,0
7818,1,5201.357604,67001,131,7,36,0,1,463.42568700000004,0,1
7819,1,8632.783576,96200,107,9,45,0,3,513.6,0,2
7820,2,7350.930501999999,69241,93,2,63,0,3,111.250449,3,1
7821,1,7690.1596420000005,55843,64,3,80,0,2,307.2,0,1
7822,1,8259.1108,20305,76,14,63,1,2,496.47741799999994,0,1
7823,1,2317.282049,0,68,10,81,0,1,489.6,0,1
7824,1,8929.611119,44329,112,25,58,0,3,537.6,0,1
7825,2,4854.362069,44279,61,32,7,0,3,292.8,3,2
7826,1,2659.70565,0,87,4,4,3,1,420.04198099999996,1,1
7827,1,8750.222052,34695,113,1,60,0,5,100.32376500000001,1,2
7828,2,5054.780543,79297,64,34,64,0,6,72.760316,3,1
7829,1,2199.5166449999997,0,62,29,72,0,1,297.6,0,1
7830,1,5715.312991,84183,72,29,86,0,4,255.56534900000003,0,2
7831,2,9566.839884,53375,79,20,92,0,2,127.32265600000001,2,1
7832,2,10094.13003,32046,127,28,23,0,4,475.599472,3,1
7833,2,5444.793941,91393,67,19,54,0,6,460.551521,3,1
7834,1,2582.408525,76731,64,2,68,0,1,201.455005,0,1
7835,0,50568.25912,82081,249,1,62,0,2,753.7600980000001,4,2
7836,2,3484.247842,51337,88,3,70,0,1,72.543171,3,1
7837,1,5555.830204999999,74015,72,12,61,0,6,471.44307699999996,0,2
7838,1,4173.140695,0,117,10,37,0,1,842.4,0,1
7839,2,2897.4947239999997,0,77,19,17,0,1,554.4,3,1
7840,1,8044.511759,68849,67,9,67,0,2,252.699037,0,1
7841,1,7716.997859,37376,99,34,52,0,3,65.548725,1,1
7842,2,2274.669484,0,64,12,25,0,1,621.968062,3,1
7843,1,8658.863813,62464,109,23,45,0,4,400.181882,1,1
7844,2,11260.90364,88304,95,2,17,0,2,276.467811,3,0
7845,0,16414.04415,0,112,11,9,0,2,682.422936,1,1
7846,1,20018.20459,65900,62,17,41,0,2,297.6,0,1
7847,1,4698.759935,0,67,27,71,0,6,321.6,0,1
7848,2,9002.117386,61374,113,5,27,0,3,210.100003,3,1
7849,0,25030.89457,0,110,1,53,1,2,528.0,0,1
7850,2,3102.998522,31841,78,24,11,0,1,126.857228,2,1
7851,2,2587.107864,27861,65,22,67,0,1,312.0,3,1
7852,1,4983.61893,0,83,22,0,3,5,736.00483,1,2
7853,2,6265.343299,0,84,18,25,1,4,481.02578600000004,2,1
7854,2,7233.540011,94550,90,0,93,0,7,432.0,3,2
7855,1,5357.260833,39604,68,2,21,0,8,63.127223,1,1
7856,1,11130.11974,42928,93,20,65,0,2,651.623195,0,0
7857,1,2610.3692170000004,54737,66,3,86,0,1,391.970334,0,1
7858,1,7452.543017,0,68,14,46,0,2,489.6,1,1
7859,2,6352.961129,80587,78,7,5,0,6,276.191729,3,1
7860,0,14585.377359999999,0,194,26,10,0,5,931.2,3,1
7861,1,17292.935380000003,80028,86,34,37,0,2,114.02306999999999,1,1
7862,2,4254.620669,11904,61,34,11,2,3,292.8,3,2
7863,2,9621.726190000001,54872,121,9,50,0,3,580.8,3,0
7864,1,14260.91441,0,99,2,30,0,2,204.121476,1,1
7865,1,7756.3076519999995,0,74,24,63,0,2,532.8,1,2
7866,1,5875.212734000001,46417,74,16,14,0,7,164.746184,1,1
7867,1,4946.9600390000005,46239,67,17,1,3,4,6.395416,1,1
7868,1,2660.009874,0,73,18,61,0,1,350.4,1,1
7869,2,2372.289378,25550,61,28,13,0,1,439.2,3,2
